Iteration (t),m,Real number of distinct Integers (n),Estimation,Within 1 StDev range?,Within 2 StDev range?,Sigma,1 StDev lower bound,1 StDev upper bound,2 StDev lower bound,2 StDev upper bound
351,256,1000000,923318.1130625518,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
351,1024,1000000,990038.0689263477,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
352,16,1000000,1086167.699943447,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
352,256,1000000,1016858.2592430845,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
352,1024,1000000,969368.9435303102,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
353,16,1000000,766672.8554349202,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
353,256,1000000,988954.7098789735,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
353,1024,1000000,971344.7357765861,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
354,16,1000000,1503751.3441704095,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
354,256,1000000,1056608.1309629653,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
354,1024,1000000,1012398.1601109608,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
355,16,1000000,1185555.5940559194,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
355,256,1000000,1072305.9842697,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
355,1024,1000000,1016761.0716117027,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
356,16,1000000,972600.5677777784,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
356,256,1000000,907799.287542757,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
356,1024,1000000,932695.1770330921,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
357,16,1000000,1140817.6471104128,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
357,256,1000000,1103174.0554258444,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
357,1024,1000000,1050064.1403866038,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
358,16,1000000,1106036.621283876,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
358,256,1000000,947104.8576621107,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
358,1024,1000000,977146.4012837412,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
359,16,1000000,964840.4568646578,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
359,256,1000000,942979.4582362555,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
359,1024,1000000,1024575.7359443657,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
360,16,1000000,1085355.3082456582,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
360,256,1000000,1020344.9967709347,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
360,1024,1000000,981831.5452200305,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
361,16,1000000,1082925.408301825,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
361,256,1000000,966929.1691447878,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
361,1024,1000000,973472.9388843039,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
362,16,1000000,989681.1915597239,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
362,256,1000000,1022455.2914835387,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
362,1024,1000000,980125.9501664565,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
363,16,1000000,795570.2012743669,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
363,256,1000000,1050287.615157004,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
363,1024,1000000,966277.1951203591,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
364,16,1000000,1060760.2683658225,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
364,256,1000000,1020432.0101283529,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
364,1024,1000000,1041083.8433933412,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
365,16,1000000,1087796.1372746967,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
365,256,1000000,1020943.8434210896,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
365,1024,1000000,1001871.8535510448,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
366,16,1000000,810681.5905723157,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
366,256,1000000,983219.0463862029,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
366,1024,1000000,994558.211124553,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
367,16,1000000,896306.3910589532,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
367,256,1000000,1078352.9931628406,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
367,1024,1000000,959804.8293382712,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
368,16,1000000,869976.0474367178,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
368,256,1000000,1071154.1055743438,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
368,1024,1000000,977970.8538778435,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
369,16,1000000,851596.2717866463,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
369,256,1000000,959457.9990653816,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
369,1024,1000000,975643.4157018369,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
370,16,1000000,776830.8603449921,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
370,256,1000000,918526.4807986706,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
370,1024,1000000,964632.9851551998,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
371,16,1000000,1106036.621283876,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
371,256,1000000,996835.7048614298,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
371,1024,1000000,1029641.1164302442,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
372,16,1000000,1097462.6939871018,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
372,256,1000000,1055966.022109724,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
372,1024,1000000,993533.5542561619,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
373,16,1000000,916111.1408613924,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
373,256,1000000,1050600.5866484728,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
373,1024,1000000,1010547.469765096,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
374,16,1000000,1216362.15182267,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
374,256,1000000,1058369.6306733866,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
374,1024,1000000,1040435.6040453854,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
375,16,1000000,1353656.7603772809,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
375,256,1000000,1083343.9436793502,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
375,1024,1000000,1015058.414664661,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
376,16,1000000,1148038.011965542,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
376,256,1000000,1094587.2347079115,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
376,1024,1000000,999541.9439943949,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
377,16,1000000,632020.9264479292,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
377,256,1000000,973191.8366276653,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
377,1024,1000000,1050231.1815873797,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
378,16,1000000,906950.0294527783,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
378,256,1000000,932504.284023248,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
378,1024,1000000,992900.1113682548,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
379,16,1000000,1024079.0734823184,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
379,256,1000000,1075058.9676028055,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
379,1024,1000000,1028639.6300650723,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
380,16,1000000,704427.2073419637,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
380,256,1000000,1001253.953281983,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
380,1024,1000000,960600.1207191638,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
381,16,1000000,980486.518327328,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
381,256,1000000,1004115.726385226,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
381,1024,1000000,1001838.5967200118,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
382,16,1000000,785238.1207383362,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
382,256,1000000,1036111.5212728764,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
382,1024,1000000,990552.5539061957,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
383,16,1000000,1200885.525705551,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
383,256,1000000,962000.266389056,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
383,1024,1000000,957762.4451800837,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
384,16,1000000,612804.0739545799,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
384,256,1000000,1030035.8255826076,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
384,1024,1000000,1027349.9155310773,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
385,16,1000000,725560.0235622226,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
385,256,1000000,1031370.2361552627,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
385,1024,1000000,1038236.4593123287,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
386,16,1000000,929014.1146763414,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
386,256,1000000,1069048.7427115047,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
386,1024,1000000,1051641.6635156358,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
387,16,1000000,658402.9251925795,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
387,256,1000000,922405.7774855603,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
387,1024,1000000,948340.2157430324,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
388,16,1000000,1221481.5211485229,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
388,256,1000000,1072352.5768954041,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
388,1024,1000000,1044033.5596842258,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
389,16,1000000,716956.5450219591,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
389,256,1000000,983214.15007208,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
389,1024,1000000,1046022.6912850533,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
390,16,1000000,824500.026775253,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
390,256,1000000,983096.6531612205,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
390,1024,1000000,1004731.623693262,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
391,16,1000000,985815.2494051938,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
391,256,1000000,985688.0893425704,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
391,1024,1000000,1023701.9538204179,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
392,16,1000000,967413.3647496301,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
392,256,1000000,1121713.4264755885,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
392,1024,1000000,1052390.0885976506,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
393,16,1000000,693652.030174209,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
393,256,1000000,899838.9667371919,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
393,1024,1000000,938243.478941438,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
394,16,1000000,973906.0718956009,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
394,256,1000000,997193.1686861366,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
394,1024,1000000,986758.4395210351,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
395,16,1000000,844656.6048454279,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
395,256,1000000,942713.8111952359,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
395,1024,1000000,990691.5952547936,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
396,16,1000000,1360000.0441653659,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
396,256,1000000,1024724.5575944498,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
396,1024,1000000,1001955.9556746689,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
397,16,1000000,920469.4241195339,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
397,256,1000000,1111669.7210099096,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
397,1024,1000000,975244.6056195196,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
398,16,1000000,1324014.6415369026,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
398,256,1000000,935455.638433025,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
398,1024,1000000,989446.5694862093,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
399,16,1000000,556411.0610139744,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
399,256,1000000,872596.9091312548,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
399,1024,1000000,984037.8167786885,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
400,16,1000000,876280.2216935055,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
400,256,1000000,994045.2474457468,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
400,1024,1000000,967463.0835043435,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
401,16,1000000,1053062.443486535,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
401,256,1000000,1000548.6626277651,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
401,1024,1000000,965316.166934622,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
402,16,1000000,810681.5905723157,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
402,256,1000000,1023081.1369274715,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
402,1024,1000000,979328.1632277032,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
403,16,1000000,748771.9541405806,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
403,256,1000000,1000751.5221207176,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
403,1024,1000000,980835.8529947904,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
404,16,1000000,843184.2226173418,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
404,256,1000000,1058233.4858978372,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
404,1024,1000000,1014755.3168245419,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
405,16,1000000,1598149.8316348516,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
405,256,1000000,930158.3281401015,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
405,1024,1000000,962327.0265519858,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
406,16,1000000,1324014.6415369026,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
406,256,1000000,1032384.1116462437,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
406,1024,1000000,1002764.2771762885,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
407,16,1000000,1104353.156106884,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
407,256,1000000,994500.8892790184,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
407,1024,1000000,988464.8241089266,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
408,16,1000000,795570.2012743669,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
408,256,1000000,1099218.7057259611,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
408,1024,1000000,986024.3319762498,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
409,16,1000000,582311.4153789908,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
409,256,1000000,1002962.9423210818,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
409,1024,1000000,1022115.0933930865,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
410,16,1000000,982810.7328983713,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
410,256,1000000,1044275.575612645,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
410,1024,1000000,1017362.2548166779,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
411,16,1000000,776000.0252002381,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
411,256,1000000,1022064.2787507402,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
411,1024,1000000,1044484.0002829544,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
412,16,1000000,1098917.1125516435,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
412,256,1000000,1027696.8608729049,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
412,1024,1000000,982915.760204099,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
413,16,1000000,1174045.3455699396,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
413,256,1000000,1004085.0872569048,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
413,1024,1000000,992956.7338502828,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
414,16,1000000,771872.3654917262,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
414,256,1000000,1046125.0187974178,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
414,1024,1000000,1016969.8995557531,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
415,16,1000000,897970.3261908697,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
415,256,1000000,1042171.2926379495,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
415,1024,1000000,988048.4569739837,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
416,16,1000000,701702.1504470238,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
416,256,1000000,946333.1338500639,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
416,1024,1000000,1009526.9638314343,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
417,16,1000000,1183621.5718796453,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
417,256,1000000,1072533.1615703302,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
417,1024,1000000,1060820.031649637,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
418,16,1000000,700347.5130909486,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
418,256,1000000,1060965.9042176679,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
418,1024,1000000,1023470.5190861628,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
419,16,1000000,880517.3124747758,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
419,256,1000000,1025797.2641194146,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
419,1024,1000000,989544.1975736301,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
420,16,1000000,817072.0986061066,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
420,256,1000000,999055.1099445119,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
420,1024,1000000,1026075.2251125117,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
421,16,1000000,1067000.0346503274,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
421,256,1000000,1069262.9600519596,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
421,1024,1000000,984409.525542839,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
422,16,1000000,1874832.1022279656,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
